Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,CustomerName,City,State,Country,Continent,Product Name,Brand,Category,Subcategory,Unit Cost USD,Unit Price USD,Revenue_USD,Cost_USD,Profit_USD
377004,1,12-01-2016 00:00,24-02-2021 00:00,1136143,42,460,4,GBP,Female,Molly Manning,MANATON,Teignbridge,United Kingdom,Europe,WWI Desktop PC1.80 E1802 White,Wide World Importers,Computers,Desktops,152.9,299.9,1199.6,611.6,588
377004,2,12-01-2016 00:00,24-02-2021 00:00,1136143,42,740,3,GBP,Female,Molly Manning,MANATON,Teignbridge,United Kingdom,Europe,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Computers,"Printers, Scanners & Fax",82.17,248,744,246.51,497.49
377005,1,12-01-2016 00:00,24-02-2021 00:00,1022980,37,1634,1,GBP,Male,Jake Patel,OLD PORTLETHEN,Aberdeen,United Kingdom,Europe,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
377006,1,12-01-2016 00:00,20-01-2016 00:00,934781,0,1432,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,United Kingdom,Europe,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Cell phones,Touch Screen Phones,137.96,300,300,137.96,162.04
377006,2,12-01-2016 00:00,20-01-2016 00:00,934781,0,1580,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,United Kingdom,Europe,SV DVD Recorder L230 Grey,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
377006,3,12-01-2016 00:00,20-01-2016 00:00,934781,0,1462,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,United Kingdom,Europe,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Contoso,Cell phones,Touch Screen Phones,123.24,268,268,123.24,144.76
377006,4,12-01-2016 00:00,20-01-2016 00:00,934781,0,1936,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,United Kingdom,Europe,Fabrikam Refrigerator 4.6CuFt E2800 Orange,Fabrikam,Home Appliances,Refrigerators,152.94,299.99,299.99,152.94,147.05
377006,5,12-01-2016 00:00,20-01-2016 00:00,934781,0,1007,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,United Kingdom,Europe,A. Datum Consumer Digital Camera E100 Orange,A. Datum,Cameras and camcorders,Digital Cameras,143.26,281,281,143.26,137.74
377006,6,12-01-2016 00:00,20-01-2016 00:00,934781,0,320,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,United Kingdom,Europe,SV Car Video LCD7W M7082 Silver,Southridge Video,TV and Video,Car Video,321.44,699,699,321.44,377.56
377007,1,12-01-2016 00:00,20-02-2021 00:00,86126,6,1665,1,AUD,Male,Tyler Blackmore,DUDININ,Western Australia,Australia,Australia,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Games and Toys,Boxed Games,2.54,4.99,4.99,2.54,2.45
377007,2,12-01-2016 00:00,20-02-2021 00:00,86126,6,446,3,AUD,Male,Tyler Blackmore,DUDININ,Western Australia,Australia,Australia,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Computers,Desktops,112.14,219.95,659.85,336.42,323.43
377007,3,12-01-2016 00:00,20-02-2021 00:00,86126,6,1176,4,AUD,Male,Tyler Blackmore,DUDININ,Western Australia,Australia,Australia,Fabrikam Trendsetter 1'' 25mm X400 White,Fabrikam,Cameras and camcorders,Camcorders,331.32,1000,4000,1325.28,2674.72
378000,1,13-01-2016 00:00,24-02-2021 00:00,1062632,37,170,1,GBP,Female,Maya Goodwin,KINGSWOOD,Bristol,United Kingdom,Europe,SV 16xDVD M330 Black,Southridge Video,TV and Video,VCD & DVD,50.13,109,109,50.13,58.87
378000,2,13-01-2016 00:00,24-02-2021 00:00,1062632,37,1646,10,GBP,Female,Maya Goodwin,KINGSWOOD,Bristol,United Kingdom,Europe,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,73.57,159.99,1599.9,735.7,864.2
378000,3,13-01-2016 00:00,24-02-2021 00:00,1062632,37,1572,1,GBP,Female,Maya Goodwin,KINGSWOOD,Bristol,United Kingdom,Europe,SV DVD Player M110 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,26.67,57.99,57.99,26.67,31.32
378001,1,13-01-2016 00:00,25-02-2021 00:00,1976355,66,2467,3,USD,Male,Joel Mullaly,Boston,Massachusetts,United States,North America,Litware 80mm LED Dual PCI Slot Fan E1501 Yellow,Litware,Home Appliances,Fans,15.8,30.99,92.97,47.4,45.57
378001,2,13-01-2016 00:00,25-02-2021 00:00,1976355,66,1696,2,USD,Male,Joel Mullaly,Boston,Massachusetts,United States,North America,SV Hand Games for Office worker L28 Black,Southridge Video,Games and Toys,Boxed Games,5.63,16.99,33.98,11.26,22.72
378002,1,13-01-2016 00:00,25-02-2021 00:00,1599716,45,1578,1,USD,Male,Anthony Sanchez,Toledo,Ohio,United States,North America,SV DVD Recorder L210 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
378002,2,13-01-2016 00:00,25-02-2021 00:00,1599716,45,1304,1,USD,Male,Anthony Sanchez,Toledo,Ohio,United States,North America,Contoso Lens Adapter M450 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,31.27,68,68,31.27,36.73
378003,1,13-01-2016 00:00,27-02-2021 00:00,774742,29,1609,1,EUR,Male,Lodovico Fiorentini,Mondaino,Rimini,Italy,Europe,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,259.99,86.14,173.85
378003,2,13-01-2016 00:00,27-02-2021 00:00,774742,29,2128,8,EUR,Male,Lodovico Fiorentini,Mondaino,Rimini,Italy,Europe,Contoso Coffee Maker Super-Auto 12C X1250 White,Contoso,Home Appliances,Coffee Machines,546.68,1650,13200,4373.44,8826.56
378003,3,13-01-2016 00:00,27-02-2021 00:00,774742,29,1649,5,EUR,Male,Lodovico Fiorentini,Mondaino,Rimini,Italy,Europe,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,1299.95,430.7,869.25
378004,1,13-01-2016 00:00,26-02-2021 00:00,368190,8,2504,1,CAD,Female,Irma Trujillo,Rosalind,Alberta,Canada,North America,Contoso Touch Stylus Pen E150 White,Contoso,Cell phones,Cell phones Accessories,5.09,9.99,9.99,5.09,4.9
378004,2,13-01-2016 00:00,26-02-2021 00:00,368190,8,1646,7,CAD,Female,Irma Trujillo,Rosalind,Alberta,Canada,North America,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,73.57,159.99,1119.93,514.99,604.94
378005,1,13-01-2016 00:00,25-02-2021 00:00,1470803,44,137,9,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,"Adventure Works 32 LCD HDTV M130 Silver""",Adventure Works,TV and Video,Televisions,229.93,499.99,4499.91,2069.37,2430.54
378005,2,13-01-2016 00:00,25-02-2021 00:00,1470803,44,2090,2,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,Contoso Water Heater 7.2GPM X1800 Blue,Contoso,Home Appliances,Water Heaters,488.7,1475,2950,977.4,1972.6
378005,3,13-01-2016 00:00,25-02-2021 00:00,1470803,44,2068,2,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,Contoso Microwave 2.2CuFt M0125 Grey,Contoso,Home Appliances,Microwaves,91.97,199.99,399.98,183.94,216.04
378005,4,13-01-2016 00:00,25-02-2021 00:00,1470803,44,125,4,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,"Adventure Works 19 Color Digital TV E35 Silver""",Adventure Works,TV and Video,Televisions,73.11,143.4,573.6,292.44,281.16
378005,5,13-01-2016 00:00,25-02-2021 00:00,1470803,44,137,3,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,"Adventure Works 32 LCD HDTV M130 Silver""",Adventure Works,TV and Video,Televisions,229.93,499.99,1499.97,689.79,810.18
378005,6,13-01-2016 00:00,25-02-2021 00:00,1470803,44,376,1,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,Adventure Works Laptop12 M1201 Silver,Adventure Works,Computers,Laptops,195.24,382.95,382.95,195.24,187.71
378005,7,13-01-2016 00:00,25-02-2021 00:00,1470803,44,178,5,USD,Female,Frances Boyd,East Moline,Illinois,United States,North America,SV 8xDVD E140 Black,Southridge Video,TV and Video,VCD & DVD,33.65,66,330,168.25,161.75
378006,1,13-01-2016 00:00,24-02-2021 00:00,917347,38,1266,7,GBP,Female,Shannon Burgess,WOODMINTON,Wiltshire,United Kingdom,Europe,Contoso Carrying Case E312 Silver,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,25.47,49.96,349.72,178.29,171.43
378006,2,13-01-2016 00:00,24-02-2021 00:00,917347,38,1621,2,GBP,Female,Shannon Burgess,WOODMINTON,Wiltshire,United Kingdom,Europe,Contoso DVD Movies E100 Yellow,Contoso,"Music, Movies and Audio Books",Movie DVD,6.62,12.99,25.98,13.24,12.74
378007,1,13-01-2016 00:00,27-02-2021 00:00,707089,30,1582,1,EUR,Male,Prospero Piazza,Orsago,Treviso,Italy,Europe,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,8.27,17.99,17.99,8.27,9.72
378007,2,13-01-2016 00:00,27-02-2021 00:00,707089,30,1634,6,EUR,Male,Prospero Piazza,Orsago,Treviso,Italy,Europe,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,59.94,30.54,29.4
378007,3,13-01-2016 00:00,27-02-2021 00:00,707089,30,424,4,EUR,Male,Prospero Piazza,Orsago,Treviso,Italy,Europe,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Computers,Desktops,137.63,269.95,1079.8,550.52,529.28
378008,1,13-01-2016 00:00,24-02-2021 00:00,1035789,39,1619,2,GBP,Female,Gracie Boyle,BLACKWELL,Amber Valley,United Kingdom,Europe,Contoso DVD Player M130 Grey,Contoso,"Music, Movies and Audio Books",Movie DVD,27.59,59.99,119.98,55.18,64.8
378009,1,13-01-2016 00:00,26-02-2021 00:00,270736,8,336,3,CAD,Male,Raymond Lacy,Toronto,Ontario,Canada,North America,SV Car Video LCD7W M7082 Brown,Southridge Video,TV and Video,Car Video,321.44,699,2097,964.32,1132.68
378009,2,13-01-2016 00:00,26-02-2021 00:00,270736,8,2383,1,CAD,Male,Raymond Lacy,Toronto,Ontario,Canada,North America,Proseware Air conditioner 25000BTU L167 White,Proseware,Home Appliances,Air Conditioners,210.72,635.99,635.99,210.72,425.27
378009,3,13-01-2016 00:00,26-02-2021 00:00,270736,8,2248,5,CAD,Male,Raymond Lacy,Toronto,Ontario,Canada,North America,WWI Chandelier M815 Silver,Wide World Importers,Home Appliances,Lamps,123.47,268.5,1342.5,617.35,725.15
378010,1,13-01-2016 00:00,27-02-2021 00:00,437389,19,145,3,EUR,Female,Michelle Reinhard,Arnsdorf,Freistaat Sachsen,Germany,Europe,"Adventure Works 52 LCD HDTV X590 Silver""",Adventure Works,TV and Video,Televisions,960.82,2899.99,8699.97,2882.46,5817.51
378010,2,13-01-2016 00:00,27-02-2021 00:00,437389,19,2387,7,EUR,Female,Michelle Reinhard,Arnsdorf,Freistaat Sachsen,Germany,Europe,Proseware Air conditioner 7000BTU E260 White,Proseware,Home Appliances,Air Conditioners,152.94,299.99,2099.93,1070.58,1029.35
379000,1,14-01-2016 00:00,24-02-2021 00:00,1171088,39,443,4,GBP,Male,Hayden Gill,CRULABHIG,Comhairle nan Eilean Siar,United Kingdom,Europe,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Computers,Desktops,160.49,349,1396,641.96,754.04
379001,1,14-01-2016 00:00,24-02-2021 00:00,1165542,40,1253,1,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,United Kingdom,Europe,Contoso General Carrying Case E304 Silver,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,10.19,19.99,19.99,10.19,9.8
379001,2,14-01-2016 00:00,24-02-2021 00:00,1165542,40,1695,8,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,United Kingdom,Europe,SV Hand Games for 12-16 boys E60 Black,Southridge Video,Games and Toys,Boxed Games,2.54,4.98,39.84,20.32,19.52
379001,3,14-01-2016 00:00,24-02-2021 00:00,1165542,40,1038,8,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,United Kingdom,Europe,A. Datum Bridge Digital Camera M300 Azure,A. Datum,Cameras and camcorders,Digital Cameras,85.95,186.9,1495.2,687.6,807.6
379001,4,14-01-2016 00:00,24-02-2021 00:00,1165542,40,1597,1,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,United Kingdom,Europe,SV DVD External DVD Burner M200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,26.62,57.88,57.88,26.62,31.26
379001,5,14-01-2016 00:00,24-02-2021 00:00,1165542,40,1589,2,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,United Kingdom,Europe,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,19.98,10.18,9.8
379001,6,14-01-2016 00:00,24-02-2021 00:00,1165542,40,1182,5,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,United Kingdom,Europe,Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White,Fabrikam,Cameras and camcorders,Camcorders,516.86,1560,7800,2584.3,5215.7
379002,1,14-01-2016 00:00,24-01-2016 00:00,716015,0,106,2,EUR,Male,Tarquinio Giordano,Borgo Sant'Antonio Abate,Caserta,Italy,Europe,WWI Stereo Bluetooth Headphones New Generation M370 Black,Wide World Importers,Audio,Bluetooth Headphones,61.16,132.99,265.98,122.32,143.66
379002,2,14-01-2016 00:00,24-01-2016 00:00,716015,0,386,2,EUR,Male,Tarquinio Giordano,Borgo Sant'Antonio Abate,Caserta,Italy,Europe,Adventure Works Laptop19W X1980 Blue,Adventure Works,Computers,Laptops,430.38,1299,2598,860.76,1737.24
379002,3,14-01-2016 00:00,24-01-2016 00:00,716015,0,1654,3,EUR,Male,Tarquinio Giordano,Borgo Sant'Antonio Abate,Caserta,Italy,Europe,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,779.97,258.42,521.55
379004,1,14-01-2016 00:00,27-01-2016 00:00,245912,0,321,2,CAD,Female,Evelyn Lavender,Calgary,Alberta,Canada,North America,SV Car Video LCD7 M7001 Silver,Southridge Video,TV and Video,Car Video,151.3,329,658,302.6,355.4
379005,1,14-01-2016 00:00,24-02-2021 00:00,1104029,37,1766,4,GBP,Male,Harrison Gardiner,BROOME,Shropshire,United Kingdom,Europe,MGS Age of Empires 2008new M420,Tailspin Toys,Games and Toys,Download Games,24.83,54,216,99.32,116.68
379005,2,14-01-2016 00:00,24-02-2021 00:00,1104029,37,1558,3,GBP,Male,Harrison Gardiner,BROOME,Shropshire,United Kingdom,Europe,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,Cell phones,Smart phones & PDAs,125.9,380,1140,377.7,762.3
379005,3,14-01-2016 00:00,24-02-2021 00:00,1104029,37,1969,3,GBP,Male,Harrison Gardiner,BROOME,Shropshire,United Kingdom,Europe,Litware Refrigerator 24.7CuFt X980 Grey,Litware,Home Appliances,Refrigerators,1060.22,3199.99,9599.97,3180.66,6419.31
379005,4,14-01-2016 00:00,24-02-2021 00:00,1104029,37,1453,4,GBP,Male,Harrison Gardiner,BROOME,Shropshire,United Kingdom,Europe,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,The Phone Company,Cell phones,Touch Screen Phones,118.65,258,1032,474.6,557.4
379008,1,14-01-2016 00:00,27-02-2021 00:00,793968,30,76,3,EUR,Male,Walter Fiorentino,San Domino,Foggia,Italy,Europe,NT Bluetooth Active Headphones E202 Red,Northwind Traders,Audio,Bluetooth Headphones,17.45,37.95,113.85,52.35,61.5
379008,2,14-01-2016 00:00,27-02-2021 00:00,793968,30,1648,1,EUR,Male,Walter Fiorentino,San Domino,Foggia,Italy,Europe,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,109.99,56.08,53.91
379009,1,14-01-2016 00:00,25-02-2021 00:00,1556602,61,375,4,USD,Female,Dawn Harper,Florence,South Carolina,United States,North America,Adventure Works Laptop15 M1501 Silver,Adventure Works,Computers,Laptops,321.44,699,2796,1285.76,1510.24
379009,2,14-01-2016 00:00,25-02-2021 00:00,1556602,61,651,3,USD,Female,Dawn Harper,Florence,South Carolina,United States,North America,Proseware Mobile Receipt and Document Scanner M200 Black,Proseware,Computers,"Printers, Scanners & Fax",53.34,116,348,160.02,187.98
379011,1,14-01-2016 00:00,25-02-2021 00:00,1291414,48,1280,3,USD,Female,Brooke Hanna,Philadelphia,Pennsylvania,United States,North America,Contoso General Soft Carrying Case E318 Silver,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,7.64,14.99,44.97,22.92,22.05
379011,2,14-01-2016 00:00,25-02-2021 00:00,1291414,48,1292,1,USD,Female,Brooke Hanna,Philadelphia,Pennsylvania,United States,North America,Contoso Macro Zoom Lens X300 Black,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,121.45,366.55,366.55,121.45,245.1
379011,3,14-01-2016 00:00,25-02-2021 00:00,1291414,48,1620,4,USD,Female,Brooke Hanna,Philadelphia,Pennsylvania,United States,North America,Contoso DVD Player M140 Gold,Contoso,"Music, Movies and Audio Books",Movie DVD,28.05,60.99,243.96,112.2,131.76
380000,1,15-01-2016 00:00,25-02-2021 00:00,1614172,57,1676,3,USD,Female,Lucille Curry,San Diego,California,United States,North America,MGS Hand Games women M400 Red,Tailspin Toys,Games and Toys,Boxed Games,4.13,8.99,26.97,12.39,14.58
380000,2,15-01-2016 00:00,25-02-2021 00:00,1614172,57,2094,5,USD,Female,Lucille Curry,San Diego,California,United States,North America,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Home Appliances,Water Heaters,131.28,257.5,1287.5,656.4,631.1
380001,1,15-01-2016 00:00,25-02-2021 00:00,1530756,66,641,3,USD,Male,Robert Fitzmaurice,Cheektowaga,New York,United States,North America,WWI Screen 106in M1609 Silver,Wide World Importers,Computers,Projectors & Screens,115.43,251,753,346.29,406.71
380001,2,15-01-2016 00:00,25-02-2021 00:00,1530756,66,1069,3,USD,Male,Robert Fitzmaurice,Cheektowaga,New York,United States,North America,"A. Datum SLR Camera 35 X358 Blue""",A. Datum,Cameras and camcorders,Digital SLR Cameras,194.82,588,1764,584.46,1179.54
380001,3,15-01-2016 00:00,25-02-2021 00:00,1530756,66,1687,3,USD,Male,Robert Fitzmaurice,Cheektowaga,New York,United States,North America,SV Hand Games men M30 Yellow,Southridge Video,Games and Toys,Boxed Games,3.16,6.88,20.64,9.48,11.16
380003,1,15-01-2016 00:00,27-02-2021 00:00,627789,17,172,3,EUR,Male,Odo Bernard,PRIVAS,Rhône-Alpes,France,Europe,SV 22xDVD X680 Black,Southridge Video,TV and Video,VCD & DVD,55.99,169,507,167.97,339.03
380004,1,15-01-2016 00:00,25-02-2021 00:00,1909649,66,1114,1,USD,Female,Karin Faerber,Decatur,Georgia,United States,North America,Fabrikam SLR Camera M147 Silver,Fabrikam,Cameras and camcorders,Digital SLR Cameras,153.59,334,334,153.59,180.41
380004,2,15-01-2016 00:00,25-02-2021 00:00,1909649,66,272,1,USD,Female,Karin Faerber,Decatur,Georgia,United States,North America,Contoso Home Theater System 4.1 Channel M1410 White,Contoso,TV and Video,Home Theater System,167.73,329,329,167.73,161.27
380004,3,15-01-2016 00:00,25-02-2021 00:00,1909649,66,1697,2,USD,Female,Karin Faerber,Decatur,Georgia,United States,North America,SV Hand Games for kids E30 Red,Southridge Video,Games and Toys,Boxed Games,2.75,5.39,10.78,5.5,5.28
380005,1,15-01-2016 00:00,27-02-2021 00:00,770856,30,1705,2,EUR,Male,Alessandro Monaldo,Palestrina,Roma,Italy,Europe,SV Hand Games men M30 Silver,Southridge Video,Games and Toys,Boxed Games,3.16,6.88,13.76,6.32,7.44
380005,2,15-01-2016 00:00,27-02-2021 00:00,770856,30,154,7,EUR,Male,Alessandro Monaldo,Palestrina,Roma,Italy,Europe,"Adventure Works 26 720p LCD HDTV M140 Black""",Adventure Works,TV and Video,Televisions,216.12,469.97,3289.79,1512.84,1776.95
380006,1,15-01-2016 00:00,27-02-2021 00:00,549983,27,1969,7,EUR,Male,Paul Ehrlichmann,Ermsleben,Sachsen-Anhalt,Germany,Europe,Litware Refrigerator 24.7CuFt X980 Grey,Litware,Home Appliances,Refrigerators,1060.22,3199.99,22399.93,7421.54,14978.39
381001,1,16-01-2016 00:00,27-02-2021 00:00,780974,29,2397,3,EUR,Female,Maurizia Pirozzi,Morano,Perugia,Italy,Europe,Proseware Air conditioner 25000BTU L167 Silver,Proseware,Home Appliances,Air Conditioners,210.72,635.99,1907.97,632.16,1275.81
381001,2,16-01-2016 00:00,27-02-2021 00:00,780974,29,2398,1,EUR,Female,Maurizia Pirozzi,Morano,Perugia,Italy,Europe,Proseware Air conditioner 12000BTU M640 Silver,Proseware,Home Appliances,Air Conditioners,211.53,459.99,459.99,211.53,248.46
381002,1,16-01-2016 00:00,26-01-2016 00:00,2042097,0,1283,1,USD,Male,Tom Kohler,Arlington,Texas,United States,North America,Contoso Mini Battery Charger Kit E320 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,12.74,24.99,24.99,12.74,12.25
381002,2,16-01-2016 00:00,26-01-2016 00:00,2042097,0,1345,1,USD,Male,Tom Kohler,Arlington,Texas,United States,North America,Contoso 4-Line Expandable Cordless Phone System M900 Black,Contoso,Cell phones,Home & Office Phones,10.12,22,22,10.12,11.88
381002,3,16-01-2016 00:00,26-01-2016 00:00,2042097,0,2510,2,USD,Male,Tom Kohler,Arlington,Texas,United States,North America,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,Cell phones,Cell phones Accessories,2.07,4.06,8.12,4.14,3.98
381003,1,16-01-2016 00:00,25-02-2021 00:00,1631876,61,1619,6,USD,Female,Martha West,Phoenix,Arizona,United States,North America,Contoso DVD Player M130 Grey,Contoso,"Music, Movies and Audio Books",Movie DVD,27.59,59.99,359.94,165.54,194.4
381003,2,16-01-2016 00:00,25-02-2021 00:00,1631876,61,2079,1,USD,Female,Martha West,Phoenix,Arizona,United States,North America,Contoso Microwave 1.5CuFt X0110 Black,Contoso,Home Appliances,Microwaves,220.64,665.94,665.94,220.64,445.3
